CEP,NUM,LATITUDE,LONGITUDE
65054010,89,-2.5639450,-44.2043516
65044230,89,-2.5610671,-44.2651579
65066903,89,-2.5055071,-44.2173123
65077300,89,-2.5031637,-44.3125949
65072135,89,-2.5080568,-44.2467169
65074712,89,-2.5709989,-44.2657533
65090620,89,-2.5730889,-44.2263253
65055361,88,-2.5676030,-44.2148572
65063340,88,-2.5348881,-44.2343959
65058706,88,-2.5761008,-44.1928267
65035480,88,-2.5333126,-44.2820498
65068067,88,-2.4910326,-44.2208853
65037130,88,-2.5320185,-44.2803779
65074285,88,-2.5391099,-44.2829046
65052730,88,-2.5550216,-44.2169251
65082160,88,-2.5462021,-44.3107284
65071370,88,-2.4886605,-44.2648504
65070310,88,-2.5098757,-44.2408516
65020720,88,-2.5243574,-44.3001224
65043030,88,-2.5316528,-44.2916423
65052160,88,-2.5561838,-44.2604637
65086630,88,-2.5916233,-44.2468489
65050040,87,-2.5391099,-44.2829046
65031168,87,-2.5449947,-44.2845867
65095156,87,-2.6105663,-44.2365775
65085190,87,-2.5391099,-44.2829046
65037465,87,-2.5450950,-44.2618421
65030630,86,-2.5391099,-44.2829046
65093212,86,-2.5059004,-44.2030018
65037006,86,-2.5200871,-44.2834263
65076907,86,-2.5391099,-44.2829046
65056480,86,-2.5391099,-44.2829046
65090605,85,-2.6055280,-44.2123555
65044250,85,-2.5676302,-44.2618001
65035810,85,-2.5259575,-44.2876165
65055290,85,-2.5801709,-44.2203697
65074855,85,-2.5081541,-44.2567759
65090008,85,-2.5888534,-44.2471272
65076754,85,-2.4923484,-44.3029493
65082215,85,-2.5515246,-44.3305765
65010560,85,-2.5268270,-44.3018984
65082491,85,-2.5516769,-44.3335884
65020140,84,-2.5254976,-44.2967534
65058149,84,-2.5458394,-44.2136957
65015060,84,-2.5391099,-44.2829046
65082575,84,-2.5495478,-44.3330895
65040130,84,-2.5470299,-44.2658652
65070681,84,-2.5278038,-44.3033458
65058183,84,-2.5723800,-44.2048083
65055002,84,-2.4976965,-44.2157009
65058641,84,-2.5924508,-44.1927755
65055357,84,-2.5714406,-44.2160590
65073010,84,-2.4963295,-44.2412829
65058712,83,-2.5391099,-44.2829046
65085070,83,-2.5548663,-44.3271454
65075020,83,-2.5090030,-44.2969392
65095560,83,-2.5391099,-44.2829046
65075380,83,-2.5110148,-44.2941771
65091100,83,-2.6322513,-44.2851289
65053595,83,-2.5375685,-44.2116564
65057736,83,-2.5975840,-44.2266979
65054590,83,-2.5353439,-44.2087158
65057660,83,-2.5918250,-44.2213380
65055711,83,-2.5569024,-44.2189821
65036570,83,-2.5395615,-44.2731208
65036360,83,-2.5360371,-44.2729919
65059822,83,-2.5391099,-44.2829046
65075650,82,-2.4930188,-44.2903173
65083740,82,-,-
65058317,82,-2.5152443,-44.2565256
65073200,82,-2.4923843,-44.2359740
65081282,82,-2.5754153,-44.2946817
65076180,82,-2.5103755,-44.2983707
65053670,81,-2.5375685,-44.2116564
65067830,81,-2.4890965,-44.2151064
65086233,81,-2.5635012,-44.3264937
65064423,81,-2.5125506,-44.2484390
65075830,81,-2.4907391,-44.2728939
65093325,81,-2.5546198,-44.2576326
65046710,81,-2.5436053,-44.2472309
65092286,81,-2.6295317,-44.2684722
65062210,81,-2.5281056,-44.2526456
65035740,80,-2.5318583,-44.2812447
65063847,80,-2.5492895,-44.2234615
65020450,80,-2.5300549,-44.2965506
65058568,80,-2.5776454,-44.2023260
65058148,80,-2.5744432,-44.3083396
65057881,80,-8.0522404,-34.9286096
65054600,80,-2.5377900,-44.1987651
65042858,80,-2.4848749,-44.2134883
65053760,80,-2.5418144,-44.2093822
65066380,80,-2.5252998,-44.2220269
65086275,80,-2.5512819,-44.3291175
65042585,80,-2.5720423,-44.2636340
65054685,80,-2.5376838,-44.1979377
65047842,80,-5.3055114,-47.2562492
65070260,80,-2.5198700,-44.2699635
65072760,80,-2.4961463,-44.2429456
65058004,79,-2.5808802,-44.1998577
65081621,79,-2.5658805,-44.2962921
65031240,79,-2.5391099,-44.2829046
65057665,79,-2.5642248,-44.2677694
65021000,79,-2.5242348,-44.2939939
65058423,79,-29.1715686,-51.1413279
65067680,78,-2.4923843,-44.2359740
65058077,78,-2.5464126,-44.2109717
65015580,78,-2.5335105,-44.2972853
65055780,78,-2.5603659,-44.2148298
65040780,78,-2.5553178,-44.2576494
65030610,78,-2.5433246,-44.2845500
65037290,78,-2.5343818,-44.2773166
65065610,78,-2.5051686,-44.2238576
65056224,78,-2.5589154,-44.2198599
65092282,78,-2.5963389,-44.1941250
65057647,78,-2.5950272,-44.2206520
65063800,78,-2.5471238,-44.2306380
65085270,78,-2.5581525,-44.3358131
65030080,78,-2.5489288,-44.2825531
65082381,78,-2.5461839,-44.3283655
65071100,78,-2.5192035,-44.2536085
65085250,78,-2.5643797,-44.3250912
65071075,77,-2.5115056,-44.2525545
65077360,77,-2.5391099,-44.2829046
65062610,77,-2.5312414,-44.2465694
65054550,77,-2.5353876,-44.2099725
65035065,77,-2.5268481,-44.2802145
65041555,77,-2.5526651,-44.2691841
65060280,77,-2.5391099,-44.2829046
65040730,77,-2.5497824,-44.2648695
65051210,77,-2.5369001,-44.2241729
65055027,76,-2.5629194,-44.2322440
65075120,76,-2.5034919,-44.2980677
65062840,76,-2.5189357,-44.2425989
65065840,76,-2.5206874,-44.2156834
65066425,76,-2.4976583,-44.2148450
65037417,76,-2.5417276,-44.2627031
65058446,76,-2.5464188,-44.2109888
65075660,76,-2.4955459,-44.2843537
65054470,76,-2.5345983,-44.2054794
65068016,76,-2.4927017,-44.2180855
65041179,76,-2.5680010,-44.2806112
65074856,76,-2.5084871,-44.2591300
65054840,76,-2.5330387,-44.1985686
65046060,75,-2.5400442,-44.2520134
65044120,75,-2.5681215,-44.2626532
65073360,75,-2.5031038,-44.2332936
65082483,75,-2.5516769,-44.3335884
65042230,75,-2.5545049,-44.2687084
65057060,75,-2.5627108,-44.2307503
65076758,75,-2.5149911,-44.3060528
65091817,75,-2.5455508,-44.2499618
65055760,74,-2.5574807,-44.2362720
65010230,74,-2.5294900,-44.2995441
65076590,74,-2.5094409,-44.3087449
65071300,74,-2.5157069,-44.2623464
65040040,74,-2.5437310,-44.2688698
65048600,74,-2.5575093,-44.2435921
65057693,74,-,-
65020150,74,-2.5277478,-44.2943600
65083510,73,-2.5891681,-44.3014550
65061100,73,-2.5335740,-44.2590877
65059819,73,-2.5391099,-44.2829046
65058443,73,-2.5844344,-44.1961636
65037180,73,-2.5361569,-44.2725922
65057630,73,-2.5788961,-44.2178058
65010310,73,-2.5299099,-44.3033390
65066740,73,-2.5053715,-44.2227057
65020380,73,-2.5345230,-44.2916869
65059510,73,-2.5606498,-44.2336347
65057747,72,-2.5978854,-44.2291485
65053800,72,-2.5380952,-44.2064117
65025490,72,-2.5381173,-44.2923812
65048650,72,-2.5580649,-44.2412865
65033070,72,-2.5423672,-44.2887460
65064473,72,-2.5183346,-44.2401948
65083368,72,-2.5834135,-44.3121822
65082485,72,-2.5516769,-44.3335884
65041215,72,-2.5632613,-44.2682182
65074820,72,-2.5087900,-44.2674584
65058759,71,-2.5807077,-44.1853146
65054751,71,-2.5338651,-44.2022004
65063400,71,-2.5366536,-44.2298315
65040230,71,-2.5454320,-44.2645560
65076641,71,-2.4864510,-44.2682961
65064526,71,-2.5202554,-44.2410763
65077370,71,-2.4917930,-44.3052981
65066843,71,-2.5007927,-44.2183134
65085068,71,-2.5551941,-44.3286318
65053530,71,-2.5375685,-44.2116564
65054706,71,-2.5372392,-44.1963445
65071399,71,-2.5391099,-44.2829046
65058703,70,-2.5773641,-44.1872876
65053730,70,-2.5375685,-44.2116564
65043000,70,-2.5552732,-44.2641315
65055378,70,-2.5636334,-44.2317104
65058243,70,-2.5665534,-44.2032317
65041190,70,-2.5688227,-44.2660864
65066558,70,-2.5281762,-44.2223609
65058034,70,-2.5364026,-44.2191849
65054530,70,-2.5375896,-44.2013412
65074845,70,-2.4993268,-44.2759936
65042310,70,-2.5527947,-44.2678263
65047740,70,36.9741171,-122.0307963
65036350,70,-2.5415541,-44.2703968
65020050,70,-2.5271429,-44.2908252
65081775,70,-2.5739096,-44.2966685
65058058,70,-2.5464126,-44.2109717
65041690,70,-2.5486554,-44.2709248
65035470,70,-2.5249795,-44.2855416
65085075,70,-2.5585281,-44.3262079
65025790,70,-2.5364091,-44.2909992
65054190,70,-2.5551012,-44.2179177
65072260,70,-2.5119547,-44.2463605
65053750,70,-2.5375685,-44.2116564
65074863,70,-2.5079739,-44.2519375
65054844,69,-2.5328504,-44.1977408
65057620,69,-2.5391099,-44.2829046
65035180,69,-2.5260554,-44.2839177
65042180,69,-2.5513092,-44.2699747
65085380,69,-2.5611183,-44.3358867
65058771,69,-2.5391099,-44.2829046
65036140,69,-2.5377845,-44.2678361
65025080,69,-2.5404379,-44.2925082
65058352,69,-2.5509484,-44.2603822
65041211,69,-2.5905822,-44.2216741
65065410,69,-2.4851294,-44.2264449
65031420,69,-2.5507707,-44.2813345
65043160,69,-2.5694755,-44.2691695
65025380,69,-2.5366207,-44.2876315
65054240,68,-2.5387187,-44.2092327
65020320,68,-2.5290317,-44.2903885
65052851,68,-2.5793203,-44.2152967
65090800,68,-2.6264703,-44.2704404
65082495,68,-2.5516769,-44.3335884
65060817,68,-2.5450441,-44.2272778
65055431,68,-2.5713418,-44.2411371
65095676,68,-2.5416128,-44.2216269
65058602,68,-2.5758188,-44.2000874
65066440,68,-2.5191962,-44.2108664
65040030,68,-2.5425550,-44.2735750
65053680,68,-2.5410795,-44.2061564
65058878,68,-2.5996951,-44.1910198
65092000,68,-2.5516622,-44.2193711
65052850,68,-2.5253255,-44.2198024
65080320,67,-2.5577036,-44.3032050
65092272,67,-2.6012806,-44.2414527
65066488,67,-2.5191329,-44.2638694
65071700,67,-2.4946272,-44.2681670
65083587,67,-2.5896764,-44.2998119
65083430,67,-2.5926774,-44.3102709
65054270,67,-2.5402572,-44.2097317
65058036,67,-2.5639362,-44.1987460
65077552,67,-2.5017153,-44.3137166
65036630,67,-2.5402987,-44.2685453
65076020,67,-2.5130440,-44.3062337
65053600,67,-2.5404373,-44.2033430
65052735,67,-2.5391099,-44.2829046
65045000,67,-2.5464075,-44.2415546
65082060,66,-2.5645522,-44.3211568
65065700,66,-2.5276370,-44.2222707
65054820,66,-2.5332140,-44.1993820
65074310,66,-2.5129643,-44.2609934
65060345,66,-2.5391421,-44.2276328
65090260,66,-2.6458380,-44.2644510
65085280,66,-2.5581753,-44.3285529
65090046,66,-2.5961381,-44.2496564
65058416,66,-2.5683020,-44.1935380
65058406,66,-2.5409144,-44.2178371
65054410,65,-2.5353890,-44.2016796
65083300,65,-2.5916146,-44.3127819
65054670,65,-2.5382331,-44.2003809
65073610,65,-2.5129261,-44.2340734
65053810,65,-2.5395299,-44.2065084
65047200,65,-2.5443287,-44.2480598
65070100,65,-2.5202960,-44.2569564
65053720,64,-2.5375685,-44.2116564
65044560,64,-2.5648267,-44.2667146
65061780,64,-2.5312701,-44.2447766
65054320,64,-2.5371650,-44.2053352
65042390,64,-2.5429780,-44.2195279
65025230,64,-2.5369892,-44.2864568
65044400,64,-2.5647823,-44.2729788
65051640,64,-2.5391099,-44.2829046
65042735,63,-2.5540207,-44.2699778
65031720,63,-2.5459817,-44.2805861
65025680,63,-2.5566404,-44.2329215
65085417,63,-2.5636624,-44.3270954
65044180,63,-2.5416722,-44.2852999
65063540,63,-2.5366536,-44.2298315
65086770,63,-2.5466229,-44.3325406
65057770,63,-2.5974745,-44.2297432
65053820,63,-2.5367890,-44.2075470
65057771,63,-2.5961956,-44.2323799
65064144,63,-2.5391099,-44.2829046
65015260,63,-2.5346490,-44.3027032
65068168,62,-2.4881940,-44.2167671
65020470,62,-2.5302180,-44.2898167
65036420,62,-2.5351297,-44.2698099
65020330,62,-2.5278361,-44.2907064
65058174,62,-2.5303871,-44.2347441
65060863,62,-2.5455054,-44.2277332
65058825,62,-2.5948214,-44.1937166
65074210,62,-2.5106478,-44.2647918
65082093,62,-2.5502910,-44.3314041
65093264,62,-2.5150132,-44.2530842
65070030,62,-2.5196968,-44.2650874
65054200,62,-2.5525192,-44.2115826
65082219,62,-2.5426113,-44.3317653
65059823,62,-2.5391099,-44.2829046
65035370,62,-2.5286681,-44.2837845
65073270,62,-2.5623502,-44.2296765
65064090,62,-2.5486810,-44.2252973
65036380,62,-23.9282452,-46.4111603
65059864,61,-2.6161275,-44.2029943
65052720,61,-2.5384201,-44.2011688
65052852,61,-2.5197439,-44.2393586
65053710,61,-2.5375685,-44.2116564
65059877,61,-2.6046627,-44.1942784
65077180,61,-2.4920712,-44.2958494
65071760,61,-2.5056596,-44.2502095
65086805,61,-21.4803589,-47.0083565
65036000,61,-2.5371526,-44.2651454
65076780,61,-2.5676302,-44.2618001
65075810,61,-2.4902861,-44.2913743
65058764,61,-2.5823795,-44.1856456
65056230,61,-2.5617821,-44.2217590
65065690,61,-2.5290735,-44.2234085
65054705,61,-2.5374096,-44.1967357
65054350,61,-2.5396304,-44.1983810
65062280,61,-2.5302217,-44.2454172
65057130,61,-2.5603892,-44.2333217
65085100,60,-2.5624488,-44.3295651
65066435,60,-,-
65062780,60,-2.5218292,-44.2412044
65075150,60,-2.5030655,-44.2995861
65071070,60,-2.5091267,-44.2499942
65053400,60,-2.5610610,-44.2175666
65036010,60,-2.5397041,-44.2756442
65053620,60,-2.5406151,-44.2041490
65050000,60,-2.5384436,-44.2202682
65020130,60,-2.5277189,-44.2927684
65070690,60,-2.5131980,-44.2501650
65020590,60,-2.5288941,-44.2999068
65025390,60,-2.5404800,-44.2915893
65053650,60,-2.5408121,-44.2049451
65035200,60,-2.5315865,-44.2834760
65092694,60,-2.6849910,-44.2982151
65042465,60,-2.5616337,-44.2745522
65091204,59,-2.6207123,-44.3171503
65040250,59,-2.5467145,-44.2650042
65085235,59,-2.5644161,-44.3351331
65058714,59,-2.6053228,-44.1896643
65058256,59,-2.5678327,-44.2043392
65083358,59,-2.5943465,-44.2178213
65036820,59,-2.5254773,-44.2821512
65041020,59,-2.5467135,-44.2664139
65091775,59,-2.6456334,-44.2778513
65026010,59,-2.5587557,-44.2301783
65015020,59,-2.5391099,-44.2829046
65058262,59,-2.5668368,-44.1985688
65071060,59,-2.5202376,-44.2535520
65058129,59,-2.5799151,-44.2056604
65063851,59,-2.5391099,-44.2829046
65055354,59,-2.5678205,-44.2126469
65090000,59,-2.6142802,-44.3211591
65042192,59,-2.5391099,-44.2829046
65076612,59,-2.5038696,-44.3066748
65092712,59,-2.6849910,-44.2982151
65061766,58,-2.5354078,-44.2533406
65044780,58,-2.5717099,-44.2687833
65058734,58,-2.5391099,-44.2829046
65020170,58,-2.5295710,-44.2894830
65075230,58,-2.5045888,-44.2952599
65042889,58,-2.5522410,-44.2678520
65082143,58,-2.5489840,-44.3149595
65010480,58,-2.5291585,-44.3062662
65025320,58,-2.5332035,-44.2945445
65053660,58,-2.5408649,-44.2438727
65090806,58,-2.6272731,-44.2698903
65058413,58,-5.3055114,-47.2562492
65062824,58,-2.5197263,-44.2549010
65035620,58,-2.5296703,-44.2868618
65041700,58,-2.5486307,-44.2701385
65068420,58,-2.5010892,-44.2116283
65030000,58,-2.5333633,-44.2854131
65010680,58,-2.5295221,-44.3048597
65091772,57,-2.5943931,-44.2857937
65058708,57,-2.5748964,-44.1878760
65070492,57,-2.5242908,-44.2623459
65076450,57,-2.5093886,-44.3034209
65095601,57,-2.6142802,-44.3211591
65054400,57,-2.5387151,-44.2087936
65035350,57,-2.5291463,-44.2800924
65035390,57,-2.5294444,-44.2853230
65051842,57,-2.5417562,-44.2108853
65053590,57,-2.5403426,-44.2029318
65053000,57,-2.5395499,-44.2168507
65081473,57,-2.5740780,-44.3020800
65010190,56,-2.5278038,-44.3033458
65065510,56,-2.4898450,-44.2187401
65058497,56,-2.5970636,-44.1838900
65050670,56,-2.5391099,-44.2829046
65082726,56,-2.5352121,-44.3243358
65045050,56,-2.5268946,-44.2993366
65058528,56,-2.5940061,-44.1829175
65082079,56,-2.5497265,-44.3334942
65058724,56,-2.5791196,-44.1881967
65095130,56,-2.6068961,-44.2422142
65071030,56,-2.5140499,-44.2550086
65062875,56,-2.5413657,-44.2209093
65047180,56,-2.5421372,-44.2533440
65054500,56,-2.5342488,-44.2042923
65042050,56,-2.5621498,-44.2728664
65082631,56,-2.5563406,-44.3127250
65090024,56,-2.5916965,-44.2467491
65058442,56,-2.5678905,-44.1906269
65056250,56,-2.5825513,-44.1885840
65058499,55,-2.5446137,-44.2655385
65047800,55,-2.5581179,-44.2450572
65036340,55,-2.5416130,-44.2692900
65026110,55,-2.5417461,-44.2934804
65066140,55,-2.4885881,-44.2423158
65052857,55,-2.5343010,-44.2368707
65063732,55,-2.5412810,-44.2243575
65058157,55,-2.5723800,-44.2048083
65010160,55,-2.5446761,-44.2602495
65041473,55,-2.5616600,-44.2675041
65044783,55,-2.5666463,-44.2686091
65057685,55,-2.5094126,-44.3002100
65042240,55,-2.5543931,-44.2702177
65066327,55,-2.5126066,-44.2147477
65062050,55,-2.5319262,-44.2434367
65082621,55,-2.5444676,-44.3330172
65058632,54,-2.6025009,-44.1980339
65042315,54,-2.5391099,-44.2829046
65083603,54,-2.5383226,-44.2007737
65025020,54,-20.1548561,-44.9044056
65067310,54,-2.5000725,-44.2187130
65054430,54,-2.5332601,-44.2079009
65053363,54,-2.5454607,-44.2834818
65095575,54,-2.6184113,-44.2597181
65063710,54,-2.5401685,-44.2250500
65092604,54,-2.6849910,-44.2982151
65071110,54,-2.5134822,-44.2452662
65071135,54,-2.5177725,-44.2555799
65068018,54,-2.4961476,-44.2179284
65082155,54,-2.5234711,-44.2227482
65082659,54,-2.5420877,-44.3300087
65051700,54,-2.5452465,-44.2133785
65044430,54,-2.5682675,-44.2698136
65044160,54,-2.5679712,-44.2685024
65055540,54,-2.5391099,-44.2829046
65046280,54,-2.5447519,-44.2402256
65055220,54,-2.5636294,-44.2327374
65055632,54,-2.5391099,-44.2829046
65041730,54,-2.5391099,-44.2829046
65062826,54,-2.5216071,-44.2395741
65085081,53,-2.5596736,-44.3255088
65040515,53,-2.5566179,-44.2566611
65092200,53,-2.6184073,-44.2397223
65082153,53,-2.5460781,-44.3131143
65065270,53,-2.5391099,-44.2829046
65050140,53,-5.5461159,-47.4798607
65044785,53,-,-
65051140,53,-2.5391099,-44.2829046
65056170,53,-2.5617674,-44.2245074
65055740,53,-2.5636669,-44.2170703
65062620,53,-2.5321712,-44.2355260
65067710,53,-2.4927696,-44.2241892
65070780,53,-2.5151792,-44.2576303
65059884,53,-2.6073405,-44.2087814
65032240,53,-2.5445447,-44.2905772
65042570,53,-20.1111559,-44.8796587
65067888,53,-2.5704256,-44.2594925
65066849,52,-2.5063792,-44.2204118
65077620,52,-16.7611876,-49.2544940
65057010,52,-2.5581020,-44.2357337
65073150,52,-2.5105483,-44.2449802
65031790,52,-2.4973973,-44.2940335
65055275,52,-2.5404582,-44.2754996
65062199,52,-2.5287487,-44.2446077
65054610,52,-2.5392254,-44.1969363
65058427,52,-2.5695695,-44.1974776
65060815,52,-2.5457019,-44.2248112
65042620,52,-2.5464139,-44.2636051
65093202,52,-2.5391099,-44.2829046
65063845,52,-2.5406019,-44.1977395
65042220,52,-2.5551532,-44.2685522
65060852,52,-2.5441491,-44.2286137
65074465,52,-2.5167147,-44.2508512
65080050,51,-2.5618311,-44.3046113
65058289,51,-2.5841290,-44.2067678
65058768,51,-2.5822756,-44.1841801
65041440,51,-2.5470157,-44.2711934
65075290,51,-2.5035464,-44.2991718
65058662,51,-2.5986743,-44.1984707
65092094,51,-2.5653653,-44.2642491
65050845,51,-2.5416683,-44.2128914
65054525,51,-2.5356096,-44.2031091
65055624,51,-2.5664720,-44.2346325
65042857,51,-2.5660497,-44.2757448
65058414,51,-2.5710732,-44.1545289
65040003,51,-2.5513422,-44.2561088
65081475,51,-2.4858799,-44.2470349
65075060,50,-2.5005674,-44.2881358
65050890,50,-2.5454265,-44.2112205
65025015,50,-2.5436013,-44.2945094
65010620,50,-2.5326355,-44.3035221
65067205,50,-2.5044158,-44.2279132
65030650,50,-2.5369824,-44.2783932
65067225,50,-2.5059567,-44.2305863
65060080,50,-2.5417385,-44.2349130
65040300,50,-2.5655715,-44.2667872
65058119,50,-2.5765651,-44.2057329
65070152,50,-2.5175515,-44.2607289
65026410,50,-2.5389706,-44.2904693
65063849,50,-2.5391099,-44.2829046
65053690,50,-2.5375685,-44.2116564
65061230,50,-2.5339808,-44.2619713
65053100,50,-2.5391099,-44.2829046
65071868,50,-2.5391099,-44.2829046
65042260,50,-2.5506804,-44.2680355
65057787,50,-2.5970499,-44.2326701
65090324,50,-2.5198203,-44.2457326
65086140,50,-2.5555658,-44.3365255
65031082,50,-2.5508731,-44.2801062
65042490,50,-2.5572770,-44.2622336
65057637,50,-2.5938033,-44.2200426
65037040,49,-2.5261832,-44.2814638
65050864,49,-2.5529865,-44.2262224
65090074,49,-2.5979585,-44.2475980
65054690,49,-2.5379700,-44.1995684
65043800,49,-2.5599227,-44.2609388
65058543,49,-2.4924067,-44.2833204
65081258,49,-2.5454700,-44.2879943
65054060,49,-2.5555260,-44.2158243
65092097,49,-2.5433046,-44.2507686
65057668,49,-2.5132141,-44.2652169
65080670,49,-2.5572690,-44.3048298
65036830,49,-2.5261571,-44.2975067
65042489,49,-2.5331175,-44.2577256
65046310,49,-2.5417336,-44.2603999
65058730,48,-2.5718662,-44.1832768
65044040,48,-2.5391099,-44.2829046
65055394,48,-2.5868333,-44.1980761
65041000,48,-2.5529072,-44.2652857
65058597,48,-16.5048572,-50.3819403
65076670,48,-2.5038696,-44.3066748
65057709,48,-2.5536255,-44.2358440
65062740,48,-2.5325836,-44.2327395
65090012,48,-2.5903645,-44.2464404
65091165,48,-2.5640238,-44.3067651
65045840,48,-2.5459717,-44.2478937
65082577,48,-2.4891533,-44.2732277
65086280,48,-2.5488887,-44.3145665
65042080,48,-2.5624289,-44.2734949
65074410,48,-22.7793609,-43.3065618
65057824,48,-2.5420126,-44.3355784
65075001,48,-2.4977072,-44.2931562
65090872,47,-2.6322513,-44.2851289
65093403,47,-2.5109696,-44.3059116
65095154,47,-2.6069077,-44.2350274
65054615,47,-2.5381214,-44.2025164
65058236,47,-2.5673296,-44.2027979
65083700,47,-2.5916146,-44.3127819
65082657,47,-2.5381620,-44.3345247
65080820,47,-2.5391099,-44.2829046
65073000,47,-2.5365899,-44.2135153
65072360,47,-2.5083960,-44.2445505
65015410,47,-2.5014250,-44.2155688
65086803,46,-2.5391099,-44.2829046
65058409,46,-2.5695511,-44.1914908
65066486,46,-2.5285770,-44.2325045
65042280,46,-2.5535681,-44.2707624
65037003,46,-2.5200871,-44.2834263
65058412,46,-5.3055114,-47.2562492
65058369,46,-2.5938333,-44.1956877
65090130,46,-2.6184073,-44.2397223
65082570,46,-2.5454811,-44.3303647
65058716,46,-2.5792509,-44.1845613
65077474,46,-2.4911182,-44.2937393
65054800,46,-2.5333371,-44.2002120
65071850,46,-2.5611287,-44.3209047
65050007,45,-2.5324126,-44.2240668
65058081,45,-2.5791614,-44.1977923
65020230,45,-2.5301705,-44.2947503
65058288,45,-2.5841282,-44.2067806
65076395,45,-2.5141310,-44.3049329
65030520,45,-2.5493358,-44.2832032
65081703,45,-23.3078519,-46.7299304
65020570,45,-2.5290420,-44.2947999
65035170,45,-2.5260554,-44.2839177
65037004,45,-2.5607130,-44.2308110
65037008,45,-2.5200871,-44.2834263
65031422,45,-2.5577094,-44.2589245
65047700,45,-2.5470144,-44.2461131
65044800,45,-2.5693839,-44.2634559
65062205,45,-2.5292584,-44.2451231
65057885,45,-2.4884204,-44.2901131
65050868,45,-2.5389798,-44.2126269
65053335,45,-2.5391099,-44.2829046
65090478,45,-2.6456334,-44.2778513
65077220,45,-2.4946954,-44.2938858
65066642,44,-2.5019072,-44.2181522
65063210,44,-2.5420326,-44.2282561
65071351,44,-2.5014265,-44.2155687
65061340,44,-29.6546080,-50.9998113
65041160,44,-2.5437205,-44.2617582
65086787,44,-2.5623620,-44.3386284
65067180,44,-2.5091650,-44.2304956
65090608,44,-2.5254976,-44.2967534
65044410,44,-2.5680460,-44.2710859
65060410,44,-2.5474289,-44.2271371
65057803,44,-2.6014228,-44.2209599
65083566,44,-2.5010275,-44.2491712
65059837,44,-2.5739953,-44.2334212
65048540,44,-2.5576618,-44.2408102
65065350,44,-2.5035871,-44.2571402
65047856,43,-2.5391099,-44.2829046
65058295,43,-2.5086381,-44.2587145
65031730,43,-5.3055114,-47.2562492
65093116,43,-2.5092450,-44.2382408
65051020,43,-20.1584188,-44.8746246
65060540,43,-2.5539943,-44.2052532
65045243,43,-2.5391099,-44.2829046
65059825,43,-2.5391099,-44.2829046
65067315,43,-2.5031038,-44.2332936
65071866,43,-2.5599227,-44.2609388
65074550,43,-2.5112524,-44.2585199
65067645,43,-2.5391099,-44.2829046
65076470,43,-2.5102484,-44.3005206
65058830,43,-2.5968667,-44.1896626
65093262,43,-2.6322513,-44.2851289
65093308,43,-2.4935208,-44.2579681
65045861,43,-2.5625871,-44.2424595
65035820,43,-2.5271456,-44.2882467
65076420,43,-2.5790929,-44.1960509
65081448,43,-2.5748652,-44.3034437
65093122,42,-2.5195331,-44.2041071
65042810,42,-2.5242348,-44.2939939
65057893,42,0.0355735,-51.0705350
65070330,42,-2.5242698,-44.2652874
65055370,42,-2.5700730,-44.2258314
65050050,42,-2.5474944,-44.2162493
65067230,42,-2.5110309,-44.2298617
65045320,42,-2.5412330,-44.2561563
65071851,42,-2.4954402,-44.2528795
65066620,42,-2.5377886,-44.1980110
65059843,42,-2.6032549,-44.2127301
65058341,42,-2.5144041,-44.2271976
65050883,42,-2.5445020,-44.2115756
65067220,42,-2.5078201,-44.2297949
65058425,42,-2.5421372,-44.2533440
65077600,42,-2.4930498,-44.3040611
65058293,42,-2.5841308,-44.2067423
65068222,42,-2.4836626,-44.2543780
65036750,41,-2.5165737,-44.3055148
65066649,41,-2.5005433,-44.2175285
65057648,41,-2.5709989,-44.2657533
65074805,41,-2.5083787,-44.2686951
65020440,41,-2.5292909,-44.3016911
65035250,41,-2.5291065,-44.2863681
65092173,41,-2.6714609,-44.2814650
65075664,41,-2.5230895,-44.2659669
65059620,41,-2.5583618,-44.2368953
65051000,41,-2.5391099,-44.2829046
65042235,41,-2.5540886,-44.2689638
65044361,41,-2.5690365,-44.2651155
65057640,41,-2.5911600,-44.2185256
65031110,41,-2.5365418,-44.2836847
65043450,41,-2.5586096,-44.2579577
65058711,41,-2.5754973,-44.1878212
65076640,40,-2.5042491,-44.3173795
65083392,40,-2.5391099,-44.2829046
65041500,40,-2.5369295,-44.2310597
65090852,40,-2.6028132,-44.1971936
65037540,40,-2.5325666,-44.2784717
65059270,40,-2.5611652,-44.2292141
65042420,40,-2.5581563,-44.2726305
65092686,40,-2.5391099,-44.2829046
65040645,40,-2.5525473,-44.2696427
65058080,40,-2.5776809,-44.2014459
65055289,40,-2.5670141,-44.2188835
65058625,40,-2.6008015,-44.2026678
65065810,40,-2.5207295,-44.2150125
65054207,40,-2.5544583,-44.2124924
65031170,40,-2.5359136,-44.2802262
65058018,40,-2.5303968,-44.2347288
65070270,40,-2.5217251,-44.2641460
65058135,40,-2.5464374,-44.2110400
65058461,40,-2.5704402,-44.2043468
65071460,40,-5.3055114,-47.2562492
65068178,40,-2.4906072,-44.2151323
65045215,40,-2.4911088,-44.2098023
65071590,39,-2.4907391,-44.2728939
65092264,39,-2.5391099,-44.2829046
65010655,39,-2.5332061,-44.3063553
65051110,39,-2.5391099,-44.2829046
65054700,39,-2.5375012,-44.1971416
65086809,39,-23.6010336,-46.7560153
